461479,5605936,HN413872,12/14/2001 06:00:00 PM,030XX S TRUMBULL AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,f,f,1032,10,22,30,06,1153803,1884395,2001,06/23/2007 02:27:54 AM,41.83861332,-87.711118376,"(41.83861332, -87.711118376)"
463670,5609630,HN409082,01/31/2001 11:59:00 PM,0000X W 99TH ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,f,f,511,5,9,49,06,1177582,1839363,2001,06/26/2007 02:11:24 AM,41.714534941,-87.625222387,"(41.714534941, -87.625222387)"
471441,5622147,HN422454,12/01/2001 12:01:00 AM,027XX N LAWNDALE AVE,1753,OFFENSE INVOLVING CHILDREN,SEX ASSLT OF CHILD BY FAM MBR,RESIDENCE,f,t,2524,25,35,22,02,1151205,1918060,2001,03/11/2010 03:22:37 PM,41.931044901,-87.719768573,"(41.931044901, -87.719768573)"
472037,5623191,HN431284,04/01/2001 12:00:00 AM,059XX W LAKE ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,t,f,1512,15,29,25,11,1136528,1902312,2001,08/17/2007 01:51:00 AM,41.88810604,-87.77408172,"(41.88810604, -87.77408172)"
475431,5628624,HN433523,10/01/2001 12:00:00 AM,021XX W PERSHING RD,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,f,f,914,9,12,61,06,1162897,1878759,2001,08/10/2007 03:53:50 AM,41.822961894,-87.677905629,"(41.822961894, -87.677905629)"
491184,5652619,HN457335,04/17/2001 10:00:00 AM,122XX S EGGLESTON AVE,1754,OFFENSE INVOLVING CHILDREN,AGG SEX ASSLT OF CHILD FAM MBR,RESIDENCE,f,t,523,5,34,53,02,1175542,1823851,2001,11/25/2009 01:03:46 AM,41.672013484,-87.633155492,"(41.672013484, -87.633155492)"
494567,5657651,HN468406,07/01/2001 12:00:00 AM,072XX S CALIFORNIA AVE,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,f,t,831,8,18,66,20,1158926,1856285,2001,08/24/2007 01:54:26 AM,41.761372382,-87.693087732,"(41.761372382, -87.693087732)"
499287,5665363,HN462680,07/12/2001 08:00:00 AM,027XX W 22ND PL,1330,CRIMINAL TRESPASS,TO LAND,OTHER,f,f,1034,10,28,30,26,1158649,1888910,2001,07/22/2007 01:56:08 AM,41.850905273,-87.693212397,"(41.850905273, -87.693212397)"
500830,5667791,HN469822,10/30/2001 04:00:00 PM,071XX S STONY ISLAND AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,SMALL RETAIL STORE,f,f,324,3,5,43,17,1188016,1857594,2001,08/03/2007 02:38:51 AM,41.764320793,-87.586429664,"(41.764320793, -87.586429664)"
500901,5667941,HN472534,11/01/2001 12:01:00 AM,081XX S STATE ST,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,f,f,631,6,6,44,06,1177742,1851202,2001,07/27/2007 01:58:36 AM,41.747019047,-87.624279218,"(41.747019047, -87.624279218)"
504758,5673568,HN484025,12/01/2001 12:00:00 AM,040XX W 21ST PL,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,f,f,1012,10,24,29,06,1149826,1889414,2001,08/06/2007 01:40:56 AM,41.852464227,-87.725581786,"(41.852464227, -87.725581786)"
510480,5682998,HN491967,10/19/2001 12:01:00 AM,030XX N HAUSSEN CT,0266,CRIM SEXUAL ASSAULT,PREDATORY,APARTMENT,f,f,2523,25,30,21,02,1150125,1919903,2001,09/14/2007 01:49:03 AM,41.936123388,-87.723689228,"(41.936123388, -87.723689228)"
511570,5684547,HN492051,05/01/2001 09:00:00 AM,014XX N STATE PKWY,0840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,f,f,1824,18,43,8,06,1176059,1910227,2001,08/07/2007 01:56:52 AM,41.909026458,-87.628672121,"(41.909026458, -87.628672121)"
516120,5691515,HN500884,01/01/2001 12:00:00 AM,012XX W 71ST PL,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,f,f,734,7,17,67,06,1168958,1857320,2001,08/10/2007 03:53:50 AM,41.764001779,-87.656289668,"(41.764001779, -87.656289668)"
517419,5693898,HN502734,09/03/2001 09:00:00 AM,004XX S LA SALLE ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,OTHER,f,f,131,1,2,32,11,1175272,1898456,2001,09/06/2007 01:56:11 AM,41.876743909,-87.631916654,"(41.876743909, -87.631916654)"
529913,5713062,HN515081,01/01/2001 12:01:00 AM,007XX N LARRABEE ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,BANK,f,f,1831,18,42,8,11,1172168,1905241,2001,08/23/2007 01:50:54 AM,41.895431423,-87.643113098,"(41.895431423, -87.643113098)"
530419,5713663,HN521010,11/01/2001 12:00:00 AM,034XX W SUNNYSIDE AVE,0842,THEFT,AGG: FINANCIAL ID THEFT,APARTMENT,f,f,1723,17,33,14,06,1152815,1929658,2001,08/30/2007 01:59:27 AM,41.962838891,-87.713543913,"(41.962838891, -87.713543913)"
533953,5718336,HN517176,09/20/2001 12:01:00 AM,122XX S ABERDEEN ST,0842,THEFT,AGG: FINANCIAL ID THEFT,RESIDENCE,f,f,524,5,34,53,06,1171175,1823487,2001,09/16/2007 01:46:17 AM,41.671110867,-87.649149301,"(41.671110867, -87.649149301)"
543093,5732285,HN541587,03/29/2001 12:00:00 PM,049XX S DREXEL BLVD,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,f,f,2124,2,4,39,06,1182983,1872294,2001,09/02/2007 02:22:13 AM,41.804777349,-87.604419898,"(41.804777349, -87.604419898)"
544048,5733849,HN540122,11/01/2001 12:01:00 AM,031XX W PALMER BLVD,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,f,f,1414,14,35,22,06,1154852,1914634,2001,09/13/2007 01:47:03 AM,41.921571287,-87.706458544,"(41.921571287, -87.706458544)"
548061,5740501,HN493463,01/01/2001 03:00:00 PM,050XX N KIMBALL AVE,1562,SEX OFFENSE,AGG CRIMINAL SEXUAL ABUSE,STREET,f,f,1712,17,39,13,17,1152762,1933367,2001,11/09/2007 09:43:39 AM,41.973017672,-87.713640143,"(41.973017672, -87.713640143)"
551815,5745927,HN555198,04/01/2001 12:00:00 AM,036XX W WABANSIA AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,f,f,2535,25,26,23,06,1151542,1911006,2001,09/07/2007 01:54:58 AM,41.911681481,-87.718715945,"(41.911681481, -87.718715945)"
551892,5746138,HN555375,01/01/2001 12:00:00 AM,033XX W DOUGLAS BLVD,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,t,t,1021,10,24,29,20,1154179,1893294,2001,03/11/2010 02:01:21 PM,41.863025734,-87.709501406,"(41.863025734, -87.709501406)"
554824,5751070,HN559680,01/01/2001 12:00:00 AM,005XX W MADISON ST,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,f,f,111,1,42,28,06,1172495,1900252,2001,09/14/2007 01:49:03 AM,41.881734075,-87.642059728,"(41.881734075, -87.642059728)"
555779,5752470,HN561015,12/21/2001 12:00:00 AM,016XX W FARWELL AVE,0841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,f,f,2431,24,49,1,06,1163961,1945722,2001,09/15/2007 01:48:27 AM,42.006690486,-87.672108253,"(42.006690486, -87.672108253)"
